Gender,Rating Value,mainaccord1,mainaccord2,mainaccord3
unisex,3.85,aromatic,rose,soft spicy
unisex,3.85,rose,woody,earthy
men,3.85,woody,lavender,warm spicy
unisex,3.85,amber,balsamic,musky
women,3.85,floral,fresh,citrus
women,3.85,caramel,fruity,sweet
women,3.85,white floral,floral,woody
unisex,3.85,woody,smoky,sweet
women,3.85,woody,patchouli,vanilla
women,3.85,fruity,vanilla,soft spicy
women,3.85,floral,rose,fresh
women,3.85,citrus,floral,musky
unisex,3.85,green,white floral,musky
unisex,3.85,woody,warm spicy,powdery
unisex,3.85,woody,aromatic,citrus
women,3.85,citrus,iris,powdery
men,3.85,aromatic,woody,soft spicy
unisex,3.85,sweet,tobacco,woody
unisex,3.85,honey,oud,animalic
unisex,3.85,fruity,warm spicy,coffee
women,3.85,sweet,aquatic,floral
women,3.85,fruity,sweet,vanilla
unisex,3.85,patchouli,woody,warm spicy
women,3.85,floral,green,aromatic
women,3.85,warm spicy,tuberose,white floral
men,3.85,musky,warm spicy,aromatic
unisex,3.85,woody,almond,powdery
women,3.85,fruity,sweet,ozonic
women,3.85,fruity,sweet,cherry
unisex,3.85,green,fresh,sweet
unisex,3.85,rose,woody,floral
unisex,3.85,fresh spicy,woody,warm spicy
women,3.85,white floral,yellow floral,amber
women,3.85,citrus,floral,fruity
unisex,3.85,green,woody,aromatic
unisex,3.85,amber,fresh spicy,warm spicy
unisex,3.85,green,aromatic,balsamic
women,3.85,white floral,vanilla,woody
men,3.85,woody,oud,amber
men,3.85,fresh spicy,woody,aromatic
men,3.85,citrus,aromatic,woody
men,3.85,citrus,sweet,woody
women,3.85,woody,fruity,powdery
women,3.85,fruity,sweet,citrus
unisex,3.85,rose,woody,oud
women,3.85,tropical,fruity,floral
unisex,3.85,rose,amber,leather
unisex,3.85,green,fruity,woody
women,3.85,citrus,warm spicy,fresh
unisex,3.85,citrus,woody,aromatic
unisex,3.85,rose,woody,citrus
women,3.85,rose,floral,fresh spicy
women,3.85,smoky,amber,balsamic
women,3.85,fruity,sweet,powdery
unisex,3.85,citrus,green,fresh
men,3.85,woody,warm spicy,oud
women,3.85,vanilla,sweet,fruity
women,3.86,woody,warm spicy,rose
women,3.86,musky,rose,fruity
women,3.86,floral,citrus,powdery
women,3.86,citrus,amber,fruity
men,3.86,citrus,aromatic,woody
women,3.86,floral,citrus,fruity
men,3.86,green,amber,musky
men,3.86,citrus,warm spicy,green
women,3.86,powdery,amber,chocolate
women,3.86,citrus,fresh spicy,floral
women,3.86,white floral,tuberose,
women,3.86,floral,amber,aldehydic
women,3.86,white floral,floral,citrus
women,3.86,citrus,white floral,amber
women,3.86,citrus,aromatic,fresh spicy
women,3.86,lavender,aromatic,fresh spicy
women,3.86,citrus,floral,white floral
men,3.86,aromatic,woody,citrus
women,3.86,amber,woody,fresh spicy
unisex,3.86,citrus,white floral,woody
unisex,3.86,floral,fresh,fruity
women,3.86,fruity,warm spicy,amber
men,3.86,aquatic,marine,woody
women,3.86,white floral,fruity,musky
women,3.86,fruity,warm spicy,woody
unisex,3.86,fresh spicy,tobacco,amber
women,3.86,sweet,citrus,vanilla
unisex,3.86,citrus,salty,aromatic
women,3.86,ozonic,citrus,fruity
women,3.86,floral,white floral,woody
men,3.86,warm spicy,woody,amber
women,3.86,citrus,aromatic,green
women,3.86,fruity,musky,amber
women,3.86,citrus,powdery,rose
men,3.86,aromatic,woody,citrus
men,3.86,citrus,amber,warm spicy
women,3.86,green,fresh,fruity
women,3.86,floral,fresh,citrus
women,3.86,floral,fresh,fruity
women,3.86,patchouli,fruity,vanilla
women,3.86,yellow floral,sweet,honey
men,3.86,citrus,aromatic,fresh spicy
women,3.86,green,citrus,floral
women,3.86,floral,fresh,musky
women,3.86,fruity,woody,sweet
women,3.86,citrus,sweet,fruity
women,3.86,fruity,powdery,aromatic
unisex,3.86,vanilla,musky,amber
unisex,3.86,green,aromatic,citrus
women,3.86,white floral,citrus,musky
women,3.86,citrus,iris,woody
men,3.86,warm spicy,oud,rose
women,3.86,fruity,white floral,rose
women,3.86,fruity,sweet,caramel
unisex,3.86,aromatic,citrus,green
women,3.86,fruity,fresh,floral
women,3.86,floral,citrus,woody
women,3.86,rose,floral,fruity
women,3.86,sweet,fruity,cherry
women,3.86,powdery,floral,warm spicy
unisex,3.86,warm spicy,woody,iris
women,3.86,citrus,vanilla,woody
women,3.86,fruity,sweet,honey
women,3.86,honey,sweet,rose
unisex,3.86,green,citrus,musky
women,3.86,floral,fruity,powdery
unisex,3.86,musky,amber,fruity
women,3.86,floral,fruity,citrus
women,3.86,white floral,floral,tuberose
women,3.86,white floral,citrus,tuberose
women,3.86,vanilla,floral,white floral
women,3.86,warm spicy,floral,white floral
women,3.86,floral,fresh,rose
women,3.86,woody,sweet,honey
women,3.86,musky,white floral,rose
women,3.86,woody,amber,yellow floral
unisex,3.86,woody,amber,warm spicy
unisex,3.86,fruity,citrus,musky
women,3.86,vanilla,sweet,coconut
unisex,3.86,white floral,oud,woody
women,3.86,woody,earthy,violet
women,3.86,green,powdery,
unisex,3.86,green,aromatic,woody
women,3.86,vanilla,powdery,white floral
women,3.86,white floral,powdery,citrus
unisex,3.86,citrus,aromatic,fresh spicy
women,3.86,aquatic,fruity,woody
men,3.86,fresh spicy,woody,amber
women,3.86,white floral,sweet,fruity
women,3.86,rose,floral,fresh
women,3.86,fresh,floral,fruity
women,3.86,powdery,vanilla,violet
women,3.86,white floral,woody,citrus
women,3.86,fruity,sweet,citrus
women,3.86,coconut,tropical,musky
women,3.86,sweet,fruity,cherry
men,3.86,woody,warm spicy,amber
women,3.86,citrus,fruity,white floral
women,3.86,warm spicy,green,floral
men,3.86,marine,aromatic,woody
men,3.86,citrus,vanilla,woody
men,3.86,citrus,warm spicy,woody
women,3.86,vanilla,fruity,citrus
women,3.86,citrus,sweet,white floral
women,3.86,white floral,vanilla,amber
women,3.86,citrus,white floral,patchouli
women,3.86,vanilla,fruity,sweet
women,3.86,fruity,white floral,sweet
women,3.86,rose,sweet,woody
unisex,3.86,patchouli,rose,warm spicy
women,3.86,fresh,floral,citrus
women,3.86,citrus,white floral,aromatic
women,3.86,aromatic,rose,woody
women,3.86,white floral,floral,woody
women,3.86,citrus,white floral,fresh
women,3.86,floral,powdery,rose
men,3.86,warm spicy,cinnamon,fresh spicy
women,3.86,warm spicy,aromatic,citrus
men,3.86,citrus,lavender,aromatic
women,3.86,woody,green,sweet
women,3.86,patchouli,fruity,woody
men,3.86,green,amber,aromatic
women,3.86,iris,tuberose,powdery
men,3.86,woody,fresh spicy,amber
men,3.86,citrus,warm spicy,aromatic
women,3.86,vanilla,amber,woody
men,3.86,amber,smoky,fruity
unisex,3.86,citrus,fresh spicy,aromatic
women,3.86,floral,fruity,tropical
unisex,3.86,woody,aromatic,warm spicy
women,3.86,white floral,fresh,floral
women,3.86,sweet,vanilla,white floral
women,3.86,floral,white floral,citrus
women,3.86,floral,fruity,citrus
men,3.86,fresh spicy,warm spicy,leather
men,3.86,vanilla,aromatic,fresh spicy
women,3.86,white floral,fruity,sweet
women,3.86,tropical,sweet,citrus
men,3.86,aquatic,green,fresh
women,3.86,fruity,woody,powdery
women,3.86,fruity,floral,sweet
unisex,3.86,amber,musky,woody
unisex,3.86,aromatic,fresh spicy,leather
women,3.86,citrus,white floral,fruity
women,3.86,white floral,sweet,honey
women,3.86,powdery,floral,herbal
unisex,3.86,warm spicy,violet,nutty
women,3.86,floral,fresh,citrus
unisex,3.86,floral,rose,musky
men,3.86,vanilla,citrus,sweet
women,3.86,white floral,woody,fruity
men,3.86,warm spicy,coffee,citrus
women,3.86,citrus,sweet,white floral
women,3.86,white floral,woody,sweet
men,3.86,citrus,aromatic,marine
women,3.86,white floral,citrus,green
men,3.86,marine,citrus,aromatic
men,3.86,fruity,sweet,aromatic
women,3.86,fruity,sweet,green
women,3.86,fruity,sweet,powdery
men,3.86,warm spicy,green,aromatic
men,3.86,woody,citrus,aromatic
women,3.86,citrus,floral,fruity
women,3.86,fruity,sweet,patchouli
women,3.86,woody,aromatic,vanilla
unisex,3.86,almond,vanilla,sweet
women,3.86,fruity,floral,sweet
unisex,3.86,amber,woody,balsamic
unisex,3.86,fruity,sweet,rose
women,3.86,powdery,violet,iris
unisex,3.86,woody,warm spicy,aromatic
women,3.86,powdery,violet,floral
unisex,3.86,fruity,vanilla,sweet
unisex,3.86,sweet,nutty,woody
women,3.86,warm spicy,woody,aromatic
women,3.86,woody,floral,white floral
women,3.86,fruity,woody,white floral
women,3.86,white floral,musky,amber
men,3.86,lavender,aromatic,vanilla
unisex,3.86,citrus,warm spicy,woody
men,3.86,aquatic,fruity,woody
women,3.86,powdery,rose,iris
women,3.86,sweet,fruity,soft spicy
women,3.86,fruity,citrus,rose
women,3.86,citrus,green,white floral
women,3.86,white floral,fruity,floral
unisex,3.86,sweet,fruity,coconut
women,3.86,white floral,green,fresh
women,3.86,floral,marine,fresh
unisex,3.86,citrus,fresh spicy,aromatic
unisex,3.86,floral,citrus,fresh
women,3.86,floral,fruity,fresh
men,3.86,aromatic,warm spicy,fresh spicy
women,3.86,powdery,amber,iris
men,3.86,white floral,animalic,tuberose
unisex,3.86,citrus,fruity,vanilla
women,3.86,fruity,woody,warm spicy
men,3.86,aromatic,fresh spicy,woody
women,3.86,woody,floral,powdery
women,3.86,sweet,fruity,coconut
women,3.86,fruity,woody,powdery
women,3.86,woody,warm spicy,amber
men,3.86,woody,aromatic,aquatic
women,3.86,tropical,citrus,fruity
women,3.86,powdery,amber,musky
men,3.86,citrus,woody,lavender
unisex,3.86,aromatic,fresh spicy,musky
women,3.86,rose,floral,sweet
women,3.86,musky,floral,citrus
women,3.86,green,floral,white floral
unisex,3.86,floral,fresh,citrus
unisex,3.86,woody,musky,rose
unisex,3.86,sweet,amber,powdery
women,3.86,floral,fresh,green
women,3.86,fruity,rose,tropical
women,3.86,marine,white floral,aromatic
men,3.86,citrus,aromatic,marine
unisex,3.86,violet,powdery,fruity
women,3.86,tropical,fruity,sweet
unisex,3.86,fruity,woody,floral
unisex,3.86,woody,aromatic,warm spicy
unisex,3.86,citrus,white floral,aromatic
unisex,3.86,citrus,white floral,aromatic
men,3.86,warm spicy,vanilla,aromatic
unisex,3.86,warm spicy,amber,fresh spicy
unisex,3.86,woody,warm spicy,leather
women,3.86,sweet,fruity,citrus
unisex,3.86,sweet,fruity,woody
unisex,3.86,amber,rose,woody
men,3.86,aromatic,green,fresh spicy
women,3.86,citrus,white floral,powdery
women,3.86,green,fruity,woody
women,3.86,floral,white floral,tuberose
women,3.86,floral,fresh,citrus
women,3.86,citrus,rose,floral
unisex,3.86,amber,aromatic,balsamic
women,3.86,woody,powdery,citrus
men,3.86,aromatic,fresh spicy,woody
unisex,3.86,warm spicy,oud,rose
men,3.86,woody,green,tobacco
women,3.86,sweet,amber,floral
women,3.86,aromatic,green,woody
men,3.86,fruity,iris,sweet
women,3.86,white floral,citrus,tuberose
unisex,3.86,powdery,yellow floral,floral
men,3.86,woody,fresh spicy,aromatic
women,3.86,woody,white floral,musky
men,3.86,green,citrus,woody
women,3.86,almond,white floral,powdery
men,3.86,fresh spicy,warm spicy,aromatic
men,3.86,marine,aromatic,woody
women,3.86,fruity,citrus,white floral
men,3.86,fresh spicy,green,aromatic
unisex,3.86,musky,powdery,herbal
women,3.86,floral,patchouli,white floral
women,3.86,fruity,floral,white floral
women,3.86,rose,green,white floral
women,3.86,vanilla,sweet,powdery
women,3.86,floral,rose,musky
unisex,3.86,amber,warm spicy,leather
women,3.86,powdery,musky,amber
men,3.86,fresh spicy,iris,lavender
men,3.86,cinnamon,woody,warm spicy
women,3.86,citrus,fresh,musky
women,3.86,lactonic,vanilla,sweet
women,3.86,white floral,citrus,sweet
women,3.86,aromatic,floral,white floral
unisex,3.86,woody,citrus,aromatic
women,3.86,citrus,woody,floral
men,3.86,woody,fruity,powdery
women,3.86,citrus,fruity,white floral
women,3.86,yellow floral,white floral,sweet
women,3.86,powdery,floral,vanilla
unisex,3.86,citrus,green,woody
unisex,3.86,woody,warm spicy,aromatic
women,3.86,powdery,iris,floral
women,3.86,aromatic,woody,green
men,3.86,woody,aromatic,tropical
unisex,3.86,animalic,musky,leather
unisex,3.86,white floral,citrus,warm spicy
unisex,3.86,white floral,green,fresh
unisex,3.86,woody,aromatic,amber
unisex,3.86,vanilla,green,sweet
women,3.86,woody,amber,floral
women,3.86,fruity,citrus,sweet
women,3.86,sweet,white floral,almond
women,3.86,fruity,sweet,rose
women,3.86,white floral,citrus,tuberose
women,3.86,citrus,woody,white floral
unisex,3.86,musky,woody,powdery
unisex,3.86,fresh spicy,citrus,woody
unisex,3.86,white floral,aromatic,tuberose
unisex,3.86,aromatic,woody,ozonic
men,3.86,amber,fresh spicy,warm spicy
unisex,3.86,oud,rose,amber
women,3.86,fruity,sweet,fresh
men,3.86,herbal,patchouli,woody
women,3.86,aromatic,powdery,floral
women,3.86,powdery,vanilla,violet
men,3.86,amber,leather,smoky
unisex,3.86,floral,clay,green
women,3.86,white floral,tuberose,green
women,3.86,floral,white floral,tropical
women,3.86,white floral,yellow floral,sweet
unisex,3.86,woody,amber,musky
unisex,3.86,woody,fresh spicy,aromatic
men,3.86,white floral,sweet,fresh spicy
men,3.86,warm spicy,aromatic,woody
women,3.86,sweet,fruity,floral
unisex,3.86,rose,woody,fruity
unisex,3.86,vanilla,fresh spicy,powdery
women,3.86,citrus,woody,green
women,3.86,white floral,floral,green
women,3.86,rose,powdery,floral
unisex,3.86,woody,amber,balsamic
women,3.86,rose,musky,floral
men,3.87,citrus,aromatic,earthy
women,3.87,vanilla,white floral,powdery
men,3.87,woody,warm spicy,fruity
women,3.87,woody,aromatic,amber
women,3.87,vanilla,white floral,powdery
women,3.87,fruity,powdery,citrus
women,3.87,tropical,ozonic,fruity
women,3.87,aromatic,aquatic,fresh spicy
women,3.87,citrus,woody,fruity
unisex,3.87,citrus,floral,aromatic
men,3.87,aromatic,woody,amber
men,3.87,warm spicy,aromatic,citrus
men,3.87,woody,aromatic,citrus
women,3.87,green,woody,floral
unisex,3.87,citrus,powdery,woody
women,3.87,floral,citrus,powdery
women,3.87,floral,white floral,musky
unisex,3.87,green,aromatic,woody
men,3.87,soft spicy,aromatic,woody
women,3.87,floral,aquatic,fresh
women,3.87,floral,woody,fresh
women,3.87,citrus,floral,fresh spicy
women,3.87,vanilla,rum,sweet
women,3.87,citrus,fresh,woody
women,3.87,floral,citrus,green
unisex,3.87,citrus,aromatic,earthy
unisex,3.87,sweet,woody,lactonic
women,3.87,citrus,fresh spicy,white floral
unisex,3.87,aromatic,woody,fresh spicy
women,3.87,white floral,tuberose,green
women,3.87,rose,woody,citrus
men,3.87,aromatic,citrus,marine
men,3.87,citrus,fresh spicy,woody
women,3.87,rose,citrus,woody
women,3.87,citrus,floral,white floral
women,3.87,woody,fruity,amber
women,3.87,musky,iris,powdery
men,3.87,citrus,fresh spicy,woody
women,3.87,vanilla,coconut,sweet
women,3.87,citrus,floral,sweet
women,3.87,floral,amber,vanilla
women,3.87,floral,sweet,amber
women,3.87,citrus,vanilla,sweet
women,3.87,rose,floral,fruity
women,3.87,floral,citrus,woody
women,3.87,rose,floral,citrus
men,3.87,woody,aromatic,green
women,3.87,warm spicy,vanilla,powdery
women,3.87,tropical,woody,floral
women,3.87,fruity,floral,white floral
unisex,3.87,marine,aromatic,woody
women,3.87,citrus,floral,fresh
men,3.87,citrus,white floral,lavender
unisex,3.87,white floral,fresh,floral
women,3.87,fruity,sweet,rose
men,3.87,warm spicy,fresh spicy,cinnamon
men,3.87,white floral,oud,amber
men,3.87,woody,aromatic,citrus
men,3.87,warm spicy,fresh spicy,citrus
men,3.87,green,aromatic,fresh spicy
men,3.87,aquatic,fresh,aromatic
women,3.87,aquatic,floral,fresh
men,3.87,woody,aromatic,marine
unisex,3.87,oud,rose,sweet
women,3.87,powdery,iris,almond
unisex,3.87,sweet,vanilla,warm spicy
unisex,3.87,sweet,woody,vanilla
women,3.87,fruity,sweet,powdery
women,3.87,fruity,sweet,violet
women,3.87,fruity,sweet,caramel
women,3.87,floral,fresh,green
unisex,3.87,citrus,green,leather
unisex,3.87,fruity,amber,floral
women,3.87,fruity,sweet,woody
men,3.87,aromatic,woody,green
women,3.87,floral,woody,rose
women,3.87,fruity,powdery,floral
unisex,3.87,citrus,musky,lavender
women,3.87,musky,sweet,powdery
unisex,3.87,fresh spicy,oud,fruity
unisex,3.87,fruity,white floral,woody
unisex,3.87,rose,vanilla,warm spicy
women,3.87,white floral,tuberose,fruity
unisex,3.87,white floral,green,sweet
women,3.87,floral,rose,fresh
women,3.87,fruity,fresh,floral
women,3.87,aquatic,ozonic,floral
women,3.87,floral,woody,sweet
unisex,3.87,woody,powdery,musky
unisex,3.87,warm spicy,oud,aromatic
unisex,3.87,citrus,white floral,vanilla
women,3.87,white floral,citrus,fresh
men,3.87,aromatic,fresh spicy,woody
unisex,3.87,citrus,green,fruity
women,3.87,citrus,sweet,powdery
women,3.87,floral,powdery,fresh
women,3.87,floral,rose,white floral
women,3.87,sweet,vanilla,floral
women,3.87,sweet,fruity,caramel
unisex,3.87,citrus,white floral,sweet
women,3.87,fruity,citrus,sweet
women,3.87,fruity,sweet,
women,3.87,warm spicy,fruity,woody
unisex,3.87,floral,citrus,aromatic
men,3.87,woody,aromatic,oud
unisex,3.87,aromatic,woody,warm spicy
unisex,3.87,aromatic,citrus,soft spicy
unisex,3.87,floral,white floral,sweet
men,3.87,citrus,fruity,amber
men,3.87,aromatic,lavender,woody
unisex,3.87,woody,rose,oud
women,3.87,white floral,floral,rose
women,3.87,woody,aromatic,white floral
unisex,3.87,fruity,woody,floral
women,3.87,floral,rose,fresh
women,3.87,floral,rose,fruity
women,3.87,ozonic,fruity,musky
unisex,3.87,citrus,powdery,white floral
unisex,3.87,white floral,musky,aquatic
women,3.87,citrus,floral,white floral
unisex,3.87,aromatic,fresh spicy,woody
women,3.87,vanilla,woody,floral
unisex,3.87,aldehydic,rose,vanilla
women,3.87,fruity,floral,musky
men,3.87,aromatic,vanilla,fresh spicy
women,3.87,amber,warm spicy,white floral
men,3.87,aromatic,fresh,citrus
women,3.87,fruity,sweet,cherry
women,3.87,powdery,floral,vanilla
women,3.87,floral,fresh,green
women,3.87,fruity,rose,sweet
unisex,3.87,woody,citrus,amber
women,3.87,vanilla,white floral,citrus
women,3.87,fruity,powdery,sweet
women,3.87,amber,citrus,marine
unisex,3.87,woody,aromatic,camphor
unisex,3.87,amber,musky,aldehydic
unisex,3.87,citrus,fruity,warm spicy
women,3.87,woody,fresh spicy,aromatic
women,3.87,fruity,white floral,warm spicy
men,3.87,warm spicy,woody,citrus
men,3.87,lavender,amber,aromatic
women,3.87,sweet,vanilla,fruity
women,3.87,fruity,floral,woody
men,3.87,fresh spicy,aromatic,citrus
men,3.87,fresh spicy,woody,amber
women,3.87,citrus,white floral,fresh
unisex,3.87,amber,herbal,woody
unisex,3.87,green,aromatic,woody
women,3.87,white floral,patchouli,floral
women,3.87,white floral,fruity,warm spicy
unisex,3.87,warm spicy,sweet,coffee
women,3.87,aromatic,fresh spicy,citrus
men,3.87,woody,warm spicy,lavender
unisex,3.87,white floral,leather,animalic
women,3.87,aquatic,fresh,citrus
women,3.87,woody,citrus,rose
women,3.87,fresh spicy,fruity,sweet
women,3.87,vanilla,powdery,woody
men,3.87,woody,aromatic,warm spicy
unisex,3.87,musky,woody,vanilla
women,3.87,woody,powdery,aromatic
women,3.87,ozonic,fruity,aquatic
women,3.87,floral,fruity,white floral
women,3.87,powdery,woody,sweet
unisex,3.87,white floral,leather,musky
women,3.87,citrus,fresh,warm spicy
unisex,3.87,citrus,white floral,sweet
women,3.87,fruity,sweet,tropical
men,3.87,fresh spicy,aromatic,lavender
men,3.87,woody,aquatic,fresh spicy
women,3.87,citrus,floral,sweet
unisex,3.87,citrus,white floral,woody
men,3.87,citrus,aromatic,fresh spicy
unisex,3.87,warm spicy,aromatic,iris
men,3.87,citrus,musky,aromatic
unisex,3.87,vanilla,woody,citrus
unisex,3.87,woody,citrus,aromatic
unisex,3.87,woody,green,sweet
unisex,3.87,aromatic,leather,herbal
women,3.87,coconut,fruity,sweet
men,3.87,green,aromatic,fresh spicy
unisex,3.87,citrus,white floral,aromatic
unisex,3.87,vanilla,sweet,caramel
unisex,3.87,woody,amber,aromatic
women,3.87,citrus,aromatic,woody
women,3.87,floral,sweet,powdery
women,3.87,white floral,tuberose,woody
women,3.87,floral,woody,violet
men,3.87,woody,aromatic,citrus
women,3.87,rose,warm spicy,oud
women,3.87,vanilla,amber,sweet
women,3.87,sweet,fruity,cherry
men,3.87,woody,tropical,fresh spicy
men,3.87,amber,warm spicy,powdery
unisex,3.87,citrus,woody,powdery
women,3.87,floral,white floral,green
unisex,3.87,floral,musky,white floral
unisex,3.87,sweet,fruity,tropical
unisex,3.87,white floral,fruity,musky
men,3.87,vanilla,aromatic,warm spicy
women,3.87,sweet,nutty,fruity
