Gender,Rating Value,mainaccord1,mainaccord2,mainaccord3
unisex,4.14,fresh spicy,aromatic,woody
men,4.14,aromatic,woody,fresh spicy
women,4.14,sweet,fruity,vanilla
unisex,4.14,warm spicy,coffee,woody
unisex,4.14,citrus,aromatic,warm spicy
unisex,4.15,musky,woody,warm spicy
women,4.15,fruity,sweet,woody
men,4.15,citrus,fresh spicy,warm spicy
men,4.15,citrus,vanilla,fresh spicy
women,4.15,woody,floral,warm spicy
men,4.15,citrus,aromatic,woody
women,4.15,aldehydic,woody,rose
women,4.15,sweet,cherry,caramel
men,4.15,aromatic,citrus,woody
women,4.15,floral,almond,musky
men,4.15,citrus,lavender,aromatic
men,4.15,marine,woody,aromatic
women,4.15,amber,fruity,vanilla
women,4.15,fruity,sweet,powdery
men,4.15,citrus,woody,aromatic
women,4.15,white floral,aquatic,green
women,4.15,sweet,vanilla,fruity
women,4.15,warm spicy,amber,powdery
men,4.15,citrus,marine,aromatic
unisex,4.15,citrus,fresh spicy,aromatic
unisex,4.15,citrus,aromatic,lavender
men,4.15,green,aromatic,citrus
women,4.15,floral,rose,powdery
men,4.15,warm spicy,vanilla,amber
women,4.15,sweet,woody,vanilla
unisex,4.15,leather,amber,animalic
women,4.15,white floral,woody,powdery
unisex,4.15,citrus,green,fresh spicy
unisex,4.15,warm spicy,woody,coffee
unisex,4.15,aromatic,warm spicy,fresh spicy
unisex,4.15,sweet,fruity,powdery
women,4.15,white floral,fresh,green
unisex,4.15,woody,amber,citrus
men,4.15,green,aromatic,fresh spicy
unisex,4.15,woody,musky,citrus
women,4.15,white floral,coconut,vanilla
women,4.15,citrus,white floral,coconut
men,4.15,woody,citrus,musky
unisex,4.15,white floral,aldehydic,woody
men,4.15,woody,citrus,aromatic
men,4.15,aromatic,cacao,citrus
unisex,4.15,aromatic,woody,fresh spicy
unisex,4.15,citrus,,
men,4.15,amber,balsamic,fresh spicy
men,4.15,rose,citrus,musky
men,4.15,warm spicy,woody,fresh spicy
men,4.15,vanilla,amber,sweet
women,4.15,amber,sweet,warm spicy
women,4.15,aromatic,fresh spicy,vanilla
women,4.15,powdery,citrus,sweet
women,4.15,woody,aldehydic,white floral
men,4.15,fresh spicy,citrus,aromatic
men,4.15,fresh spicy,aromatic,woody
unisex,4.15,warm spicy,citrus,green
men,4.15,woody,fruity,warm spicy
men,4.15,citrus,aromatic,fresh spicy
men,4.15,aromatic,fresh spicy,citrus
women,4.15,citrus,white floral,rose
women,4.15,citrus,white floral,tuberose
women,4.15,vanilla,fruity,sweet
men,4.15,aromatic,vanilla,amber
men,4.15,green,vanilla,aromatic
women,4.15,citrus,white floral,green
men,4.15,woody,warm spicy,aromatic
women,4.15,vanilla,sweet,rose
unisex,4.15,fresh spicy,woody,warm spicy
women,4.15,white floral,woody,warm spicy
unisex,4.15,yellow floral,sweet,woody
women,4.15,sweet,nutty,woody
unisex,4.15,amber,caramel,smoky
unisex,4.15,musky,powdery,white floral
unisex,4.15,amber,fresh spicy,aromatic
women,4.15,floral,citrus,fruity
unisex,4.15,citrus,aromatic,green
men,4.15,citrus,white floral,aromatic
unisex,4.15,aromatic,marine,citrus
unisex,4.15,sweet,tropical,fruity
men,4.15,fresh spicy,aromatic,woody
unisex,4.15,amber,patchouli,vanilla
women,4.15,vanilla,sweet,coconut
men,4.15,aromatic,woody,citrus
unisex,4.15,rose,woody,warm spicy
unisex,4.15,citrus,aromatic,lavender
women,4.15,sweet,fruity,salty
unisex,4.15,citrus,aromatic,leather
unisex,4.15,amber,warm spicy,woody
unisex,4.15,woody,earthy,patchouli
men,4.15,citrus,aromatic,green
women,4.15,citrus,aromatic,fresh spicy
women,4.15,fruity,sweet,white floral
women,4.15,caramel,warm spicy,amber
women,4.15,woody,floral,amber
women,4.15,musky,green,woody
women,4.15,fruity,sweet,amber
unisex,4.15,white floral,woody,citrus
unisex,4.15,citrus,white floral,aromatic
women,4.15,fruity,sweet,floral
women,4.15,citrus,fruity,woody
women,4.15,lavender,powdery,aldehydic
women,4.15,fresh,white floral,fruity
women,4.15,woody,fruity,sweet
women,4.15,citrus,white floral,floral
women,4.15,cherry,sweet,fruity
women,4.15,warm spicy,cinnamon,woody
women,4.15,sweet,fruity,floral
women,4.15,woody,yellow floral,amber
men,4.15,aromatic,fresh spicy,citrus
unisex,4.15,sweet,rose,woody
unisex,4.15,white floral,woody,citrus
women,4.15,warm spicy,aromatic,cinnamon
unisex,4.15,powdery,green,floral
women,4.15,white floral,floral,citrus
men,4.15,amber,warm spicy,woody
men,4.15,woody,powdery,warm spicy
women,4.15,white floral,aromatic,citrus
women,4.15,fruity,powdery,sweet
unisex,4.15,rose,woody,floral
unisex,4.15,aromatic,fresh spicy,warm spicy
unisex,4.15,powdery,fruity,vanilla
women,4.15,white floral,amber,green
men,4.15,sweet,amber,warm spicy
unisex,4.15,white floral,sweet,honey
unisex,4.15,sweet,powdery,violet
women,4.15,rose,caramel,vanilla
women,4.15,green,oud,woody
unisex,4.15,woody,balsamic,patchouli
women,4.15,musky,powdery,leather
women,4.15,amber,aromatic,floral
women,4.15,citrus,fresh,floral
unisex,4.15,honey,sweet,floral
men,4.15,aromatic,fresh spicy,lavender
men,4.15,aromatic,fresh spicy,citrus
men,4.15,citrus,aromatic,woody
men,4.15,amber,citrus,fresh spicy
women,4.15,vanilla,fruity,white floral
women,4.15,fruity,vanilla,sweet
women,4.15,citrus,rose,floral
unisex,4.15,oud,woody,amber
women,4.15,rose,woody,floral
women,4.15,woody,coffee,vanilla
women,4.15,white floral,woody,lavender
women,4.15,white floral,citrus,musky
women,4.15,white floral,citrus,woody
women,4.15,vanilla,powdery,white floral
women,4.15,fruity,leather,floral
women,4.15,floral,green,fresh
men,4.15,iris,powdery,woody
men,4.15,aquatic,fresh,ozonic
men,4.15,aromatic,green,fresh spicy
men,4.15,woody,amber,musky
women,4.15,vanilla,sweet,floral
men,4.15,aromatic,fresh spicy,woody
women,4.15,vanilla,powdery,citrus
men,4.15,amber,green,soft spicy
women,4.15,sweet,tobacco,tuberose
men,4.15,soft spicy,lavender,anis
unisex,4.15,powdery,floral,white floral
unisex,4.15,woody,citrus,fresh spicy
women,4.15,mossy,earthy,woody
men,4.15,citrus,woody,white floral
men,4.15,woody,citrus,aromatic
women,4.15,green,citrus,woody
unisex,4.15,woody,green,aromatic
unisex,4.15,white floral,woody,citrus
men,4.15,fruity,citrus,aromatic
unisex,4.15,woody,fresh spicy,aromatic
unisex,4.15,citrus,green,amber
women,4.15,aromatic,green,citrus
women,4.15,citrus,warm spicy,woody
women,4.15,powdery,violet,woody
women,4.15,citrus,white floral,musky
men,4.15,citrus,green,aromatic
men,4.15,woody,fresh spicy,warm spicy
women,4.15,vanilla,coffee,fruity
women,4.15,citrus,vanilla,sweet
women,4.15,fruity,vanilla,sweet
unisex,4.15,sweet,woody,vanilla
men,4.15,vanilla,woody,powdery
men,4.15,citrus,aromatic,woody
men,4.15,woody,warm spicy,iris
unisex,4.15,powdery,sweet,woody
women,4.15,floral,fresh,vanilla
unisex,4.15,sweet,vanilla,citrus
men,4.15,citrus,woody,powdery
unisex,4.15,citrus,fruity,powdery
women,4.15,woody,citrus,vanilla
men,4.15,fresh spicy,aromatic,woody
men,4.15,aromatic,woody,warm spicy
unisex,4.15,amber,floral,warm spicy
men,4.15,woody,amber,fresh spicy
unisex,4.15,vanilla,woody,warm spicy
women,4.15,floral,fresh,musky
unisex,4.15,musky,leather,animalic
unisex,4.15,woody,powdery,tropical
unisex,4.15,fresh spicy,warm spicy,aromatic
unisex,4.15,woody,fruity,citrus
unisex,4.15,fresh spicy,aromatic,floral
unisex,4.15,woody,warm spicy,fresh spicy
unisex,4.15,amber,woody,warm spicy
women,4.15,citrus,white floral,musky
unisex,4.15,woody,warm spicy,powdery
unisex,4.15,warm spicy,woody,sweet
unisex,4.15,vanilla,powdery,rose
women,4.15,fruity,sweet,tropical
unisex,4.15,musky,amber,powdery
unisex,4.15,warm spicy,patchouli,woody
unisex,4.15,amber,patchouli,vanilla
unisex,4.15,sweet,fruity,amber
unisex,4.15,musky,woody,oud
men,4.15,citrus,fresh spicy,lavender
women,4.15,warm spicy,woody,aromatic
men,4.15,fresh spicy,warm spicy,woody
men,4.15,citrus,aromatic,fresh spicy
men,4.15,woody,citrus,amber
unisex,4.15,powdery,floral,violet
unisex,4.15,sweet,tobacco,woody
men,4.15,white floral,citrus,rose
men,4.15,amber,warm spicy,fresh spicy
men,4.15,vanilla,amber,powdery
men,4.15,woody,balsamic,soft spicy
women,4.15,vanilla,powdery,fruity
unisex,4.15,musky,lavender,powdery
women,4.15,powdery,iris,green
unisex,4.15,green,citrus,fresh spicy
women,4.15,fruity,floral,rose
unisex,4.15,fruity,sweet,vanilla
women,4.15,vanilla,woody,aromatic
men,4.15,citrus,woody,amber
men,4.15,warm spicy,woody,aromatic
women,4.15,sweet,fruity,powdery
unisex,4.15,vanilla,amber,powdery
women,4.15,citrus,aromatic,fruity
unisex,4.15,aromatic,powdery,citrus
men,4.15,warm spicy,aromatic,woody
women,4.15,white floral,green,floral
women,4.15,white floral,musky,floral
men,4.15,citrus,aquatic,aromatic
women,4.15,white floral,fruity,fresh spicy
women,4.15,chocolate,sweet,warm spicy
women,4.15,woody,powdery,vanilla
unisex,4.15,fruity,sweet,warm spicy
unisex,4.15,warm spicy,fresh spicy,amber
men,4.15,oud,tobacco,woody
unisex,4.15,woody,aromatic,warm spicy
men,4.15,fresh spicy,warm spicy,woody
women,4.15,white floral,amber,woody
men,4.15,sweet,honey,tobacco
women,4.15,vanilla,powdery,woody
women,4.15,white floral,fruity,fresh
women,4.15,aldehydic,fresh,amber
women,4.15,vanilla,sweet,powdery
unisex,4.15,citrus,green,woody
men,4.15,citrus,aromatic,woody
women,4.15,citrus,white floral,woody
unisex,4.15,amber,vanilla,fruity
unisex,4.15,marine,woody,salty
women,4.15,white floral,tuberose,animalic
unisex,4.15,amber,vanilla,rum
unisex,4.15,rose,floral,fruity
women,4.15,green,fruity,powdery
women,4.15,woody,green,floral
unisex,4.15,sweet,fruity,white floral
women,4.15,white floral,musky,citrus
women,4.15,sweet,honey,woody
men,4.15,aromatic,herbal,yellow floral
women,4.15,rose,warm spicy,floral
women,4.15,rose,soft spicy,fresh spicy
men,4.15,aromatic,citrus,fruity
unisex,4.15,aromatic,woody,fresh spicy
women,4.15,white floral,tuberose,green
unisex,4.15,citrus,tropical,woody
unisex,4.15,vanilla,warm spicy,woody
women,4.15,white floral,tuberose,warm spicy
women,4.15,vanilla,almond,powdery
women,4.15,sweet,vanilla,honey
unisex,4.15,woody,warm spicy,amber
unisex,4.15,fresh spicy,citrus,aromatic
unisex,4.15,woody,lavender,aromatic
unisex,4.15,citrus,aromatic,woody
unisex,4.15,white floral,tuberose,floral
women,4.15,citrus,white floral,iris
unisex,4.15,white floral,citrus,floral
women,4.15,floral,fresh,fruity
unisex,4.15,honey,aromatic,sweet
unisex,4.15,white floral,woody,sweet
unisex,4.15,citrus,aromatic,woody
unisex,4.15,woody,aromatic,animalic
women,4.15,sweet,vanilla,fruity
unisex,4.15,warm spicy,woody,leather
men,4.15,woody,aromatic,caramel
men,4.15,aromatic,woody,fruity
unisex,4.15,warm spicy,rose,woody
men,4.15,citrus,woody,fresh spicy
unisex,4.15,woody,aromatic,nutty
women,4.15,rose,musky,powdery
unisex,4.15,leather,green,rose
women,4.15,woody,citrus,white floral
men,4.15,aromatic,citrus,woody
women,4.15,green,woody,aromatic
women,4.15,green,fresh,floral
women,4.15,sweet,vanilla,fruity
men,4.15,fruity,woody,amber
men,4.15,citrus,woody,warm spicy
women,4.15,white floral,rose,sweet
women,4.15,white floral,vanilla,woody
unisex,4.15,citrus,woody,aromatic
unisex,4.15,amber,citrus,powdery
women,4.15,sweet,fruity,woody
women,4.15,woody,yellow floral,tuberose
women,4.15,woody,fruity,powdery
men,4.15,warm spicy,coffee,woody
women,4.15,fruity,floral,sweet
unisex,4.15,powdery,violet,iris
men,4.15,fresh spicy,amber,woody
women,4.15,amber,cacao,white floral
women,4.15,white floral,citrus,fresh
women,4.15,sweet,woody,floral
women,4.15,powdery,woody,floral
women,4.15,warm spicy,fresh spicy,amber
men,4.15,citrus,amber,fresh spicy
unisex,4.15,fruity,woody,leather
unisex,4.15,citrus,aromatic,woody
unisex,4.15,powdery,musky,rose
men,4.16,aromatic,fresh spicy,powdery
men,4.16,woody,aromatic,citrus
men,4.16,citrus,fruity,leather
women,4.16,white floral,powdery,musky
women,4.16,white floral,amber,vanilla
women,4.16,fruity,sweet,powdery
men,4.16,smoky,woody,vanilla
women,4.16,sweet,fruity,citrus
women,4.16,fruity,tropical,sweet
unisex,4.16,white floral,fruity,citrus
unisex,4.16,amber,caramel,woody
women,4.16,amber,tropical,sweet
women,4.16,sweet,fruity,vanilla
unisex,4.16,warm spicy,coffee,fruity
men,4.16,aromatic,citrus,fresh spicy
women,4.16,fruity,sweet,vanilla
men,4.16,citrus,aromatic,woody
men,4.16,amber,white floral,citrus
women,4.16,white floral,oud,amber
women,4.16,aromatic,amber,woody
unisex,4.16,citrus,sweet,tropical
unisex,4.16,leather,rose,almond
men,4.16,fresh spicy,citrus,woody
women,4.16,white floral,citrus,powdery
women,4.16,citrus,aquatic,fresh
women,4.16,vanilla,fresh spicy,sweet
women,4.16,white floral,sweet,vanilla
men,4.16,woody,honey,powdery
women,4.16,woody,powdery,earthy
men,4.16,citrus,aldehydic,woody
women,4.16,aldehydic,white floral,fresh
unisex,4.16,amber,musky,woody
unisex,4.16,mossy,aquatic,floral
men,4.16,woody,aromatic,patchouli
men,4.16,citrus,aromatic,iris
women,4.16,white floral,fresh,yellow floral
unisex,4.16,warm spicy,fresh spicy,soft spicy
women,4.16,sweet,vanilla,fruity
women,4.16,vanilla,sweet,soft spicy
women,4.16,vanilla,sweet,powdery
men,4.16,citrus,fresh spicy,aromatic
women,4.16,powdery,woody,violet
unisex,4.16,warm spicy,vanilla,amber
unisex,4.16,white floral,floral,musky
unisex,4.16,white floral,musky,marine
women,4.16,sweet,warm spicy,white floral
women,4.16,powdery,musky,vanilla
unisex,4.16,citrus,woody,aromatic
women,4.16,floral,musky,sweet
unisex,4.16,green,floral,aromatic
women,4.16,powdery,woody,aldehydic
women,4.16,white floral,vanilla,tuberose
women,4.16,powdery,violet,iris
women,4.16,aromatic,fresh spicy,citrus
unisex,4.16,leather,woody,animalic
unisex,4.16,animalic,amber,leather
women,4.16,white floral,citrus,floral
unisex,4.16,aromatic,woody,citrus
unisex,4.16,sweet,tobacco,cherry
men,4.16,aromatic,fruity,woody
men,4.16,aromatic,citrus,woody
women,4.16,woody,rose,citrus
unisex,4.16,warm spicy,cacao,sweet
unisex,4.16,floral,fruity,fresh spicy
unisex,4.16,lactonic,sweet,anis
unisex,4.16,vanilla,powdery,amber
women,4.16,white floral,fruity,floral
women,4.16,vanilla,musky,powdery
unisex,4.16,citrus,amber,warm spicy
unisex,4.16,mossy,earthy,woody
women,4.16,sweet,tropical,fruity
men,4.16,aromatic,citrus,woody
women,4.16,salty,white floral,citrus
unisex,4.16,vanilla,fresh spicy,citrus
unisex,4.16,citrus,white floral,warm spicy
men,4.16,aromatic,woody,vanilla
unisex,4.16,citrus,green,fresh
women,4.16,sweet,fruity,woody
women,4.16,musky,fruity,vanilla
women,4.16,warm spicy,woody,rose
women,4.16,fruity,sweet,coconut
unisex,4.16,floral,fresh,fruity
women,4.16,floral,fresh,fruity
women,4.16,citrus,warm spicy,woody
unisex,4.16,green,citrus,aromatic
women,4.16,fruity,floral,white floral
women,4.16,woody,patchouli,powdery
women,4.16,white floral,citrus,sweet
women,4.16,floral,aromatic,fresh spicy
women,4.16,floral,fresh,rose
men,4.16,amber,woody,vanilla
men,4.16,aromatic,citrus,woody
men,4.16,aromatic,fresh spicy,woody
unisex,4.16,floral,oud,vanilla
unisex,4.16,honey,fresh spicy,oud
men,4.16,coffee,vanilla,sweet
women,4.16,powdery,vanilla,woody
women,4.16,white floral,powdery,citrus
unisex,4.16,citrus,aromatic,woody
unisex,4.16,powdery,violet,musky
unisex,4.16,amber,fresh spicy,woody
women,4.16,sweet,tropical,fruity
women,4.16,white floral,citrus,honey
unisex,4.16,woody,citrus,white floral
unisex,4.16,citrus,aromatic,white floral
unisex,4.16,citrus,aromatic,fresh spicy
women,4.16,powdery,floral,violet
unisex,4.16,amber,vanilla,sweet
women,4.16,citrus,fruity,sweet
women,4.16,fruity,powdery,sweet
women,4.16,fresh,green,floral
women,4.16,amber,yellow floral,green
women,4.16,powdery,fruity,floral
women,4.16,fruity,sweet,woody
women,4.16,floral,patchouli,white floral
unisex,4.16,woody,rose,powdery
women,4.16,woody,vanilla,warm spicy
unisex,4.16,warm spicy,amber,woody
unisex,4.16,woody,amber,warm spicy
women,4.16,citrus,white floral,floral
women,4.16,citrus,floral,aromatic
men,4.16,amber,citrus,animalic
women,4.16,vanilla,tuberose,sweet
women,4.16,ozonic,aquatic,woody
unisex,4.16,floral,powdery,fruity
unisex,4.16,vanilla,amber,balsamic
men,4.16,warm spicy,aromatic,cinnamon
unisex,4.16,fruity,sweet,tropical
women,4.16,marine,aromatic,floral
women,4.16,amber,rose,warm spicy
unisex,4.16,powdery,woody,violet
women,4.16,woody,powdery,warm spicy
women,4.16,white floral,green,fresh
women,4.16,floral,fresh,fruity
women,4.16,white floral,mossy,musky
unisex,4.16,woody,sweet,white floral
women,4.16,marine,aromatic,citrus
men,4.16,citrus,powdery,woody
men,4.16,aromatic,aquatic,ozonic
women,4.16,citrus,warm spicy,white floral
men,4.16,citrus,woody,aromatic
men,4.16,aromatic,green,fresh spicy
unisex,4.16,citrus,warm spicy,woody
men,4.16,aromatic,woody,fresh spicy
men,4.16,aromatic,citrus,fresh spicy
unisex,4.16,sweet,warm spicy,tobacco
women,4.16,fruity,floral,woody
unisex,4.16,green,citrus,aromatic
men,4.16,citrus,woody,herbal
unisex,4.16,citrus,aromatic,green
unisex,4.16,green,floral,musky
men,4.16,aromatic,fresh spicy,warm spicy
unisex,4.16,white floral,marine,salty
unisex,4.16,woody,iris,aromatic
unisex,4.16,rose,warm spicy,amber
unisex,4.16,musky,citrus,amber
women,4.16,floral,woody,fruity
men,4.16,woody,aromatic,anis
unisex,4.16,aromatic,woody,fresh spicy
unisex,4.16,woody,powdery,aromatic
women,4.16,floral,fruity,citrus
unisex,4.16,amber,rose,warm spicy
women,4.16,white floral,vanilla,sweet
unisex,4.16,oud,powdery,woody
men,4.16,woody,fresh spicy,white floral
women,4.16,fruity,fresh,sweet
women,4.16,white floral,sweet,powdery
women,4.16,warm spicy,fresh spicy,cacao
unisex,4.16,woody,tobacco,amber
unisex,4.16,powdery,musky,violet
unisex,4.16,vanilla,sweet,fruity
men,4.16,citrus,fresh spicy,vanilla
men,4.16,citrus,aromatic,woody
unisex,4.16,citrus,powdery,green
men,4.16,warm spicy,citrus,cinnamon
women,4.16,iris,powdery,violet
women,4.16,sweet,fruity,woody
women,4.16,sweet,cherry,powdery
women,4.16,fruity,tropical,citrus
women,4.16,white floral,honey,powdery
unisex,4.16,white floral,floral,yellow floral
men,4.16,citrus,white floral,aromatic
men,4.16,amber,woody,leather
women,4.16,white floral,floral,aquatic
unisex,4.16,powdery,musky,aldehydic
unisex,4.16,amber,woody,patchouli
women,4.16,white floral,floral,ozonic
unisex,4.16,floral,citrus,powdery
unisex,4.16,sweet,fruity,floral
women,4.16,sweet,violet,powdery
men,4.16,aquatic,citrus,woody
women,4.16,citrus,honey,sweet
women,4.16,woody,powdery,aromatic
women,4.16,sweet,fruity,woody
men,4.16,woody,aromatic,earthy
women,4.16,floral,amber,powdery
men,4.16,woody,warm spicy,fresh spicy
women,4.16,white floral,citrus,mossy
unisex,4.16,white floral,lavender,aromatic
unisex,4.16,fruity,amber,woody
men,4.16,ozonic,aquatic,leather
women,4.16,white floral,citrus,sweet
women,4.16,sweet,fruity,cherry
women,4.16,aromatic,woody,green
women,4.16,amber,vanilla,powdery
men,4.16,citrus,fresh spicy,amber
unisex,4.16,amber,aromatic,leather
unisex,4.16,white floral,sweet,vanilla
men,4.16,tobacco,vanilla,sweet
women,4.16,warm spicy,aromatic,woody
unisex,4.16,caramel,vanilla,sweet
unisex,4.16,vanilla,sweet,lactonic
unisex,4.16,woody,vanilla,warm spicy
unisex,4.16,warm spicy,sweet,vanilla
unisex,4.16,citrus,white floral,amber
unisex,4.16,leather,warm spicy,fresh spicy
unisex,4.16,amber,mossy,vanilla
unisex,4.16,powdery,woody,floral
unisex,4.16,amber,powdery,citrus
women,4.16,powdery,citrus,floral
men,4.16,aromatic,fresh spicy,warm spicy
women,4.16,warm spicy,vanilla,woody
unisex,4.16,citrus,sweet,honey
unisex,4.16,iris,powdery,floral
unisex,4.16,leather,warm spicy,powdery
women,4.16,amber,patchouli,warm spicy
women,4.16,lavender,woody,aromatic
unisex,4.16,warm spicy,chocolate,sweet
women,4.16,white floral,woody,powdery
women,4.16,rose,white floral,musky
women,4.16,rose,musky,fresh spicy
women,4.16,citrus,white floral,yellow floral
men,4.16,woody,citrus,aromatic
unisex,4.16,tobacco,vanilla,sweet
men,4.16,woody,warm spicy,earthy
women,4.16,amber,woody,white floral
women,4.16,fruity,fresh,floral
men,4.16,woody,aromatic,rose
unisex,4.16,woody,powdery,warm spicy
unisex,4.16,rose,soft spicy,musky
women,4.16,white floral,citrus,fresh spicy
women,4.16,white floral,citrus,green
women,4.16,powdery,violet,iris
women,4.16,vanilla,sweet,powdery
women,4.16,white floral,citrus,sweet
women,4.16,amber,vanilla,patchouli
unisex,4.16,amber,vanilla,balsamic
unisex,4.16,warm spicy,amber,cinnamon
men,4.16,woody,aromatic,lavender
unisex,4.16,woody,warm spicy,patchouli
women,4.16,floral,rose,green
men,4.16,woody,powdery,amber
women,4.16,rose,fruity,soft spicy
men,4.16,sweet,fruity,woody
men,4.16,warm spicy,woody,aromatic
men,4.16,aromatic,lavender,fresh spicy
women,4.16,floral,powdery,sweet
women,4.16,white floral,citrus,woody
men,4.16,aromatic,citrus,woody
unisex,4.16,oud,warm spicy,cacao
women,4.16,fruity,sweet,fresh
unisex,4.16,warm spicy,woody,amber
unisex,4.16,leather,green,aromatic
men,4.16,woody,amber,citrus
unisex,4.16,citrus,white floral,green
unisex,4.16,vanilla,powdery,warm spicy
women,4.16,citrus,woody,powdery
unisex,4.16,musky,animalic,woody
unisex,4.16,sweet,fruity,floral
unisex,4.17,amber,warm spicy,rose
unisex,4.17,amber,balsamic,warm spicy
women,4.17,sweet,fruity,powdery
women,4.17,sweet,musky,woody
unisex,4.17,amber,warm spicy,fresh spicy
women,4.17,rose,floral,powdery
men,4.17,aromatic,fresh spicy,woody
men,4.17,citrus,fresh spicy,woody
men,4.17,citrus,aromatic,fresh spicy
men,4.17,amber,fresh spicy,citrus
men,4.17,woody,amber,warm spicy
women,4.17,floral,vanilla,tropical
women,4.17,vanilla,powdery,fruity
women,4.17,rose,fruity,sweet
women,4.17,sweet,vanilla,lactonic
women,4.17,white floral,amber,marine
women,4.17,sweet,fruity,powdery
women,4.17,sweet,fruity,caramel
men,4.17,woody,fresh spicy,aromatic
unisex,4.17,citrus,aromatic,
unisex,4.17,aromatic,green,aquatic
women,4.17,floral,woody,fresh
men,4.17,citrus,warm spicy,white floral
men,4.17,aromatic,vodka,warm spicy
men,4.17,fresh spicy,ozonic,citrus
unisex,4.17,white floral,tuberose,green
men,4.17,citrus,woody,warm spicy
women,4.17,green,earthy,woody
women,4.17,white floral,green,lactonic
unisex,4.17,citrus,white floral,floral
men,4.17,fresh spicy,aromatic,woody
unisex,4.17,floral,musky,powdery
women,4.17,citrus,aromatic,floral
men,4.17,citrus,aromatic,green
men,4.17,citrus,aromatic,fresh spicy
women,4.17,citrus,patchouli,woody
unisex,4.17,green,woody,sweet
women,4.17,fruity,sweet,tropical
women,4.17,citrus,white floral,coconut
men,4.17,amber,aromatic,balsamic
unisex,4.17,warm spicy,oud,rose
unisex,4.17,citrus,green,fresh
men,4.17,citrus,leather,anis
women,4.17,almond,white floral,powdery
women,4.17,warm spicy,amber,powdery
men,4.17,warm spicy,rose,oud
men,4.17,green,aromatic,citrus
women,4.17,powdery,vanilla,woody
women,4.17,floral,fruity,woody
unisex,4.17,citrus,fresh spicy,aromatic
women,4.17,citrus,,
men,4.17,amber,warm spicy,fresh spicy
unisex,4.17,amber,rose,woody
unisex,4.17,warm spicy,amber,balsamic
women,4.17,white floral,vanilla,tuberose
unisex,4.17,oud,amber,fresh spicy
unisex,4.17,musky,powdery,floral
women,4.17,white floral,green,yellow floral
women,4.17,powdery,woody,iris
women,4.17,warm spicy,white floral,woody
women,4.17,rose,floral,amber
unisex,4.17,oud,woody,tobacco
women,4.17,white floral,aldehydic,woody
women,4.17,citrus,white floral,vanilla
men,4.17,iris,woody,leather
men,4.17,woody,citrus,aromatic
women,4.17,sweet,powdery,fruity
women,4.17,vanilla,amber,woody
women,4.17,sweet,citrus,fruity
men,4.17,green,aromatic,vanilla
women,4.17,sweet,patchouli,citrus
unisex,4.17,green,citrus,aromatic
men,4.17,floral,aromatic,amber
men,4.17,aromatic,marine,green
unisex,4.17,sweet,leather,fruity
unisex,4.17,warm spicy,leather,cinnamon
unisex,4.17,fresh spicy,woody,aromatic
women,4.17,sweet,fruity,musky
unisex,4.17,white floral,citrus,fresh spicy
unisex,4.17,citrus,woody,rose
unisex,4.17,vanilla,amber,smoky
men,4.17,woody,powdery,aromatic
men,4.17,vanilla,citrus,sweet
women,4.17,citrus,amber,woody
women,4.17,white floral,powdery,ozonic
women,4.17,sweet,fruity,musky
women,4.17,woody,iris,fruity
women,4.17,powdery,citrus,violet
men,4.17,woody,citrus,fresh spicy
women,4.17,sweet,woody,fruity
women,4.17,fruity,sweet,woody
unisex,4.17,woody,fresh spicy,aromatic
women,4.17,citrus,floral,fruity
women,4.17,citrus,fresh spicy,aromatic
women,4.17,vanilla,lavender,powdery
women,4.17,sweet,fruity,cherry
women,4.17,aromatic,white floral,aldehydic
unisex,4.17,woody,warm spicy,leather
men,4.17,aromatic,woody,warm spicy
women,4.17,warm spicy,lactonic,lavender
men,4.17,warm spicy,fresh spicy,woody
unisex,4.17,fresh spicy,warm spicy,aromatic
women,4.17,sweet,floral,fruity
men,4.17,fruity,woody,citrus
women,4.17,woody,aromatic,earthy
unisex,4.17,citrus,white floral,musky
unisex,4.17,aromatic,lavender,fresh spicy
men,4.17,vanilla,aromatic,lavender
men,4.17,woody,aromatic,citrus
women,4.17,woody,amber,musky
men,4.17,leather,warm spicy,woody
men,4.17,fresh spicy,citrus,green
men,4.17,woody,citrus,warm spicy
men,4.17,coffee,lavender,vanilla
women,4.17,woody,powdery,white floral
women,4.17,citrus,woody,powdery
unisex,4.17,citrus,aromatic,fresh spicy
women,4.17,warm spicy,woody,powdery
men,4.17,aromatic,woody,earthy
unisex,4.17,woody,green,fresh
unisex,4.17,floral,leather,animalic
unisex,4.17,amber,fresh spicy,warm spicy
unisex,4.17,woody,oud,warm spicy
unisex,4.17,sweet,musky,powdery
women,4.17,white floral,green,fresh
women,4.17,powdery,citrus,sweet
women,4.17,fruity,sweet,citrus
women,4.17,rose,oud,warm spicy
unisex,4.17,warm spicy,woody,amber
unisex,4.17,woody,aromatic,warm spicy
unisex,4.17,rose,caramel,vanilla
women,4.17,green,white floral,earthy
women,4.17,fruity,amber,patchouli
men,4.17,aromatic,citrus,green
unisex,4.17,woody,warm spicy,amber
men,4.17,woody,vanilla,amber
men,4.17,citrus,woody,leather
men,4.17,woody,aromatic,tobacco
men,4.17,sweet,citrus,fresh spicy
women,4.17,citrus,sweet,fresh spicy
unisex,4.17,floral,powdery,sweet
women,4.17,amber,warm spicy,smoky
